threat_id,user_id,threat_type,severity,confidence,evidence,first_observed,last_observed,related_hostname,related_alert_count,recommended_action
THR00120,EMP10943,Post-Termination Activity,Critical,High,1 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 16:36:26,2026-09-09 09:06:00,WS-10943,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00121,EMP10946,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 00:42:07,2026-09-03 06:16:20,WS-10946,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00122,EMP10947,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 13:47:14,2026-08-22 03:09:41,VDR-10947,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00123,EMP10969,Post-Termination Activity,Critical,High,7 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 08:59:57,2026-09-09 19:00:08,WS-10969,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00124,EMP10970,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 19:56:44,2026-09-06 09:58:39,WS-10970,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00125,EMP10972,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-21 01:06:00,2026-09-09 21:06:44,LPT-10972,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00127,EMP10987,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-09 00:16:39,2026-09-03 12:28:47,LPT-10987,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00128,EMP10989,Post-Termination Activity,Critical,High,6 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 03:03:48,2026-09-08 13:41:07,LPT-10989,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00129,EMP10994,Post-Termination Activity,Critical,High,9 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 19:45:00,2026-09-09 07:11:36,WS-10994,13,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00131,EMP11001,Post-Termination Activity,Critical,High,70 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 02:23:32,2026-09-09 00:00:00,VDR-11001,72,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00132,EMP11004,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-16 01:12:38,2026-08-28 19:39:04,LPT-11004,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00134,EMP11024,Post-Termination Activity,Critical,High,7 IAM and 6 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 21:25:43,2026-09-08 08:33:54,LPT-11024,13,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00135,EMP11026,Post-Termination Activity,Critical,High,8 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 00:00:00,2026-09-07 18:01:12,WS-11026,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00136,EMP11035,Post-Termination Activity,Critical,High,7 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-11 15:48:03,2026-09-05 00:00:00,LPT-11035,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00137,EMP11042,Post-Termination Activity,Critical,High,7 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 19:58:27,2026-08-25 16:13:43,VDR-11042,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00138,EMP11068,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 09:06:55,2026-09-08 00:00:00,VDR-11068,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00139,EMP11070,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 07:59:08,2026-08-30 19:22:56,LPT-11070,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00140,EMP11077,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 03:01:19,2026-08-28 11:15:00,WS-11077,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00141,EMP11078,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 05:36:05,2026-09-08 00:00:00,WS-11078,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00142,EMP11082,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 16:59:27,2026-09-04 00:00:00,VDR-11082,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00144,EMP11108,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 08:20:00,2026-08-17 02:24:00,WS-11108,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00145,EMP11113,Post-Termination Activity,Critical,High,4 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 21:09:50,2026-09-01 14:13:58,WS-11113,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00146,EMP11127,Post-Termination Activity,Critical,High,7 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 01:05:00,2026-09-01 16:45:06,WS-11127,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00147,EMP11128,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 17:53:38,2026-09-08 23:26:00,VDR-11128,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00148,EMP11137,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 04:33:28,2026-09-04 11:03:00,WS-11137,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00149,EMP11145,Post-Termination Activity,Critical,High,4 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 05:32:22,2026-09-05 22:31:07,VDR-11145,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00150,EMP11166,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 10:06:08,2026-09-09 21:50:53,VDR-11166,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00151,EMP11184,Post-Termination Activity,Critical,High,2 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 09:00:57,2026-08-27 03:47:21,LPT-11184,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00152,EMP11192,Post-Termination Activity,Critical,High,5 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 08:46:00,2026-08-19 23:26:37,WS-11192,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00153,EMP11199,Post-Termination Activity,Critical,High,4 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-11 18:55:24,2026-09-05 06:35:49,VDR-11199,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00154,EMP11202,Post-Termination Activity,Critical,High,3 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 00:00:00,2026-08-23 22:15:33,LPT-11202,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00155,EMP11204,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 19:37:34,2026-09-08 02:14:10,LPT-11204,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00156,EMP11208,Post-Termination Activity,Critical,High,3 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 00:07:34,2026-08-23 00:10:00,LPT-11208,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00157,EMP11218,Post-Termination Activity,Critical,High,9 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 00:00:00,2026-09-07 18:27:28,WS-11218,14,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00158,EMP11224,Post-Termination Activity,Critical,High,7 IAM and 6 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 22:24:16,2026-09-04 07:03:33,VDR-11224,13,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00159,EMP11237,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 00:00:00,2026-09-07 00:00:00,VDR-11237,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00160,EMP11241,Post-Termination Activity,Critical,High,54 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-09 10:41:06,WS-11241,57,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00162,EMP11250,Post-Termination Activity,Critical,High,3 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-18 15:29:10,2026-09-05 22:28:27,LPT-11250,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00163,EMP11251,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 15:29:58,2026-09-03 08:55:00,VDR-11251,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00164,EMP11280,Post-Termination Activity,Critical,High,3 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 10:35:33,2026-08-30 07:11:52,LPT-11280,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00166,EMP11288,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 15:20:25,2026-09-01 14:29:28,LPT-11288,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00167,EMP11290,Post-Termination Activity,Critical,High,3 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 10:54:54,2026-09-09 11:48:39,LPT-11290,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00168,EMP11301,Post-Termination Activity,Critical,High,4 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 14:43:00,2026-09-05 06:00:54,WS-11301,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00169,EMP11313,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 16:38:00,2026-09-03 00:29:31,WS-11313,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00170,EMP11316,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-13 02:34:24,2026-09-08 18:49:31,VDR-11316,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00171,EMP11321,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-08 08:02:00,2026-09-09 05:30:00,LPT-11321,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00172,EMP11323,Post-Termination Activity,Critical,High,8 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 04:04:05,2026-09-07 00:00:00,WS-11323,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00173,EMP11325,Post-Termination Activity,Critical,High,3 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 00:00:00,2026-09-08 04:08:35,LPT-11325,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00174,EMP11332,Post-Termination Activity,Critical,High,1 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-08 00:00:00,WS-11332,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00175,EMP11342,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 00:00:00,2026-09-06 23:15:59,WS-11342,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00176,EMP11367,Post-Termination Activity,Critical,High,8 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 15:22:04,2026-09-09 22:26:00,WS-11367,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00177,EMP11369,Post-Termination Activity,Critical,High,5 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 10:04:59,2026-08-29 21:24:41,LPT-11369,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00178,EMP11372,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 11:54:00,2026-09-07 00:00:00,WS-11372,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00179,EMP11374,Post-Termination Activity,Critical,High,8 IAM and 7 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 15:29:03,2026-09-07 00:00:00,WS-11374,15,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00180,EMP11375,Post-Termination Activity,Critical,High,7 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 19:40:00,2026-09-06 11:21:05,VDR-11375,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00181,EMP11379,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 17:31:18,2026-09-07 07:12:31,WS-11379,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00182,EMP11389,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 22:24:09,2026-08-22 18:54:00,VDR-11389,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00184,EMP11402,Post-Termination Activity,Critical,High,2 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 06:13:52,2026-09-02 00:00:00,VDR-11402,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00186,EMP11420,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 00:00:00,2026-09-07 07:37:04,VDR-11420,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00187,EMP11449,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 01:39:32,2026-09-04 12:49:41,VDR-11449,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00188,EMP11458,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-13 03:54:55,2026-09-02 00:00:00,WS-11458,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00189,EMP11459,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 00:00:00,2026-08-26 19:34:07,LPT-11459,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00190,EMP11492,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 14:29:10,2026-09-07 00:00:00,WS-11492,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00191,EMP11502,Post-Termination Activity,Critical,High,5 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 18:55:09,2026-09-03 06:03:21,WS-11502,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00192,EMP11507,Post-Termination Activity,Critical,High,7 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 16:39:06,2026-09-04 00:00:00,VDR-11507,12,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00193,EMP11514,Post-Termination Activity,Critical,High,4 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 19:31:30,2026-09-09 11:13:00,WS-11514,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00194,EMP11524,Post-Termination Activity,Critical,High,6 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 11:24:17,2026-08-30 20:48:49,VDR-11524,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00195,EMP11534,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-11 12:20:00,2026-09-09 10:34:37,LPT-11534,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00197,EMP11542,Post-Termination Activity,Critical,High,9 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-07 18:23:00,2026-09-07 12:00:55,WS-11542,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00198,EMP11548,Post-Termination Activity,Critical,High,2 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 15:14:00,2026-08-23 09:32:46,WS-11548,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00199,EMP11557,Post-Termination Activity,Critical,High,2 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-06 05:31:12,2026-08-22 02:04:06,VDR-11557,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00200,EMP11568,Post-Termination Activity,Critical,High,6 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 00:00:00,2026-09-08 04:30:58,LPT-11568,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00201,EMP11590,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-08-27 00:00:00,WS-11590,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00202,EMP11598,Post-Termination Activity,Critical,High,5 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-13 10:26:38,2026-09-08 06:27:03,WS-11598,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00203,EMP11610,Post-Termination Activity,Critical,High,3 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 13:08:00,2026-08-31 06:38:14,VDR-11610,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00204,EMP11617,Post-Termination Activity,Critical,High,3 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-08 05:50:53,2026-09-06 10:28:06,VDR-11617,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00207,EMP11631,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 16:26:00,2026-09-02 12:35:00,LPT-11631,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00208,EMP11641,Post-Termination Activity,Critical,High,3 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 14:37:45,2026-08-31 06:05:46,WS-11641,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00209,EMP11648,Post-Termination Activity,Critical,High,9 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 00:00:00,2026-09-05 22:44:02,WS-11648,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00210,EMP11650,Post-Termination Activity,Critical,High,3 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-16 13:45:07,2026-08-23 10:51:34,VDR-11650,4,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00211,EMP11654,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 00:00:00,2026-09-08 09:32:00,WS-11654,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00212,EMP11661,Post-Termination Activity,Critical,High,1 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-04 00:00:00,2026-09-04 01:52:01,LPT-11661,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00213,EMP11664,Post-Termination Activity,Critical,High,9 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-11 17:45:30,2026-09-08 17:33:00,LPT-11664,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00214,EMP11673,Post-Termination Activity,Critical,High,4 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-21 20:19:35,2026-09-05 00:00:00,LPT-11673,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00215,EMP11688,Post-Termination Activity,Critical,High,2 IAM and 1 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 09:04:49,2026-09-04 15:42:47,WS-11688,3,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00217,EMP11707,Post-Termination Activity,Critical,High,6 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-14 00:00:00,2026-08-31 23:15:00,LPT-11707,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00218,EMP11725,Post-Termination Activity,Critical,High,5 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 01:10:54,2026-09-02 00:00:00,WS-11725,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00219,EMP11726,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-02 20:17:32,2026-09-02 00:00:00,LPT-11726,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00220,EMP11739,Post-Termination Activity,Critical,High,7 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-10 20:43:07,2026-09-04 23:01:00,WS-11739,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00221,EMP11744,Post-Termination Activity,Critical,High,7 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 06:11:36,2026-09-05 03:57:50,LPT-11744,9,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00222,EMP11757,Post-Termination Activity,Critical,High,2 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-16 02:10:56,2026-09-09 08:53:51,VDR-11757,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00223,EMP11758,Post-Termination Activity,Critical,High,6 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-09 01:48:18,2026-09-04 06:32:01,VDR-11758,8,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00224,EMP11797,Post-Termination Activity,Critical,High,4 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-19 17:31:25,2026-09-06 03:04:39,VDR-11797,7,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00225,EMP11799,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 12:28:58,2026-08-21 15:54:38,WS-11799,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00226,EMP11819,Post-Termination Activity,Critical,High,3 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-05 06:07:23,2026-08-30 19:16:39,WS-11819,5,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00227,EMP11828,Post-Termination Activity,Critical,High,7 IAM and 3 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-03 00:14:20,2026-09-07 20:25:00,WS-11828,10,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00228,EMP11832,Post-Termination Activity,Critical,High,4 IAM and 2 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-15 07:28:00,2026-09-09 07:56:03,VDR-11832,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00229,EMP11840,Post-Termination Activity,Critical,High,6 IAM and 5 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 04:18:38,2026-09-06 19:51:00,LPT-11840,11,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
THR00230,EMP11841,Post-Termination Activity,Critical,High,2 IAM and 4 endpoint events occurred after the recorded termination date; corroborated across IAM and endpoint telemetry,2026-08-01 16:20:21,2026-08-30 20:52:00,LPT-11841,6,Immediately review account status and both IAM and endpoint activity; revoke unauthorized access if confirmed
