device_key,alert_count,critical_alert_count,high_alert_count,unresolved_alert_count,unresolved_critical_count,malware_or_ransomware_count,powershell_count,lateral_movement_count,credential_access_count,tampering_count,usb_count,impossible_resolution_count,inactive_user_activity_count,identity_join_review_count,associated_user_count,risk_score,risk_reasons,critical_severity_points,high_severity_points,unresolved_critical_points,malware_ransomware_points,powershell_points,lateral_movement_points,credential_access_points,tampering_points,usb_points,impossible_resolution_points,inactive_user_points,identity_review_points,risk_band,hostname,device_criticality,departments
VDR-10246,2,0,1,2,0,1,0,0,1,0,0,0,2,0,1,14,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 inactive-user event(s),0,3,0,3,0,0,2,0,0,0,6,0,High,VDR-10246,High,Legal
VDR-10342.CORP.LOCAL,2,0,0,0,0,2,0,0,0,0,0,0,2,2,1,14,2 malware/ransomware alert(s); 2 inactive-user event(s); 2 identity review concern(s),0,0,0,6,0,0,0,0,0,0,6,2,High,VDR-10342.CORP.LOCAL,Critical,Supply Chain
VDR-10664,2,1,0,2,1,2,0,0,0,0,0,0,0,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s),5,0,3,6,0,0,0,0,0,0,0,0,High,VDR-10664,Low,Operations Dept
VDR-11720,2,1,0,2,1,2,0,0,0,0,0,0,0,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s),5,0,3,6,0,0,0,0,0,0,0,0,High,VDR-11720,Critical,Research And Development
VDR-11746,2,1,0,2,1,2,0,0,0,0,0,0,0,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s),5,0,3,6,0,0,0,0,0,0,0,0,High,VDR-11746,Low,Hr
VDR-12335.CORP.LOCAL,2,0,2,1,0,2,0,0,0,0,0,0,0,2,1,14,2 malware/ransomware alert(s); 2 identity review concern(s),0,6,0,6,0,0,0,0,0,0,0,2,High,VDR-12335.CORP.LOCAL,Critical,Finance Dept
VDR-12906,2,1,1,0,0,2,0,0,0,0,0,0,0,0,1,14,1 critical alert(s); 2 malware/ransomware alert(s),5,3,0,6,0,0,0,0,0,0,0,0,High,VDR-12906,Medium,Sales Dept
WS-10332,2,1,0,2,1,2,0,0,0,0,0,0,0,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s),5,0,3,6,0,0,0,0,0,0,0,0,High,WS-10332,Low,Procurement Team
WS-10543.CORP.LOCAL,2,1,0,2,1,1,0,0,0,0,1,0,0,2,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 2 identity review concern(s),5,0,3,3,0,0,0,0,1,0,0,2,High,WS-10543.CORP.LOCAL,Critical,Rd
WS-10544,2,0,1,2,0,1,0,1,0,0,0,0,2,0,1,14,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s),0,3,0,3,0,2,0,0,0,0,6,0,High,WS-10544,Low,Hr Dept
WS-10643.CORP.LOCAL,2,0,0,2,0,2,0,0,0,0,0,0,2,2,1,14,2 malware/ransomware alert(s); 2 inactive-user event(s); 2 identity review concern(s),0,0,0,6,0,0,0,0,0,0,6,2,High,WS-10643.CORP.LOCAL,Low,Customer Care
WS-10970,2,0,1,2,0,1,0,0,1,0,0,0,2,0,1,14,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 inactive-user event(s),0,3,0,3,0,0,2,0,0,0,6,0,High,WS-10970,Medium,Human Resources
WS-11053,2,1,0,2,1,0,0,0,2,0,0,0,0,2,1,14,1 critical alert(s); 1 unresolved critical alert(s); 2 credential-access alert(s); 2 identity review concern(s),5,0,3,0,0,0,4,0,0,0,0,2,High,WS-11053,Critical,Accounts
WS-11301,2,0,1,1,0,1,0,0,1,0,0,0,2,0,1,14,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 inactive-user event(s),0,3,0,3,0,0,2,0,0,0,6,0,High,WS-11301,Medium,Brand Team
WS-11342,2,0,2,1,0,0,1,0,0,0,0,0,2,0,1,14,1 PowerShell alert(s); 2 inactive-user event(s),0,6,0,0,2,0,0,0,0,0,6,0,High,WS-11342,Low,Finance
WS-11437,2,1,0,2,1,2,0,0,0,0,0,0,0,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 2 malware/ransomware alert(s),5,0,3,6,0,0,0,0,0,0,0,0,High,WS-11437,Medium,Operations
WS-11502,2,0,1,0,0,1,0,1,0,0,0,0,2,0,1,14,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s),0,3,0,3,0,2,0,0,0,0,6,0,High,WS-11502,Low,Call Center
WS-12680,2,1,1,1,1,0,1,0,0,0,1,0,0,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s),5,3,3,0,2,0,0,0,1,0,0,0,High,WS-12680,Low,Legal Dept
LPT-11882,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 inactive-user event(s),5,0,3,3,0,0,0,0,0,0,3,0,High,LPT-11882,High,Human Resource
MISSING_HOST::EMP10887,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 inactive-user event(s); 1 identity review concern(s),5,0,3,0,2,0,0,0,0,0,3,1,High,,Critical,Mkt
MISSING_HOST::EMP11218,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s); 1 inactive-user event(s); 1 identity review concern(s),5,0,3,0,0,2,0,0,0,0,3,1,High,,,Mkt
MISSING_HOST::EMP11590,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 credential-access alert(s); 1 inactive-user event(s); 1 identity review concern(s),5,0,3,0,0,0,2,0,0,0,3,1,High,,High,Operations
WS-10786.CORP.LOCAL,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s); 1 inactive-user event(s); 1 identity review concern(s),5,0,3,0,0,2,0,0,0,0,3,1,High,WS-10786.CORP.LOCAL,Critical,Accounts
WS-11641.CORP.LOCAL,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 inactive-user event(s); 1 identity review concern(s),5,0,3,0,2,0,0,0,0,0,3,1,High,WS-11641.CORP.LOCAL,Medium,Mktg
WS-11688.CORP.LOCAL,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,14,1 critical alert(s); 1 unresolved critical alert(s); 1 credential-access alert(s); 1 inactive-user event(s); 1 identity review concern(s),5,0,3,0,0,0,2,0,0,0,3,1,High,WS-11688.CORP.LOCAL,Critical,Accounts
WS-10696,6,0,1,2,0,1,1,1,1,0,1,0,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,3,2,2,2,0,1,0,0,0,High,WS-10696,Medium,Legal
LPT-10981,5,0,1,4,0,3,0,0,0,0,1,0,0,0,1,13,3 malware/ransomware alert(s),0,3,0,9,0,0,0,0,1,0,0,0,High,LPT-10981,Medium,Business Sales
LPT-11998,5,0,1,5,0,2,2,0,0,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 2 PowerShell alert(s),0,3,0,6,4,0,0,0,0,0,0,0,High,LPT-11998,Critical,Rnd
VDR-10118,5,0,1,3,0,1,1,1,1,0,0,1,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,3,2,2,2,0,0,1,0,0,High,VDR-10118,Critical,Sales
VDR-10492,5,0,1,5,0,3,0,0,0,0,1,0,0,0,1,13,3 malware/ransomware alert(s),0,3,0,9,0,0,0,0,1,0,0,0,High,VDR-10492,Low,Legal Dept
VDR-11056,5,0,2,4,0,0,0,1,1,0,3,0,0,0,1,13,1 lateral-movement alert(s); 1 credential-access alert(s),0,6,0,0,0,2,2,0,3,0,0,0,High,VDR-11056,Low,Legal
VDR-11916,5,0,1,4,0,1,1,1,1,0,0,1,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,3,2,2,2,0,0,1,0,0,High,VDR-11916,Critical,Hr Dept
VDR-12893,5,0,2,3,0,1,0,0,2,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 2 credential-access alert(s),0,6,0,3,0,0,4,0,0,0,0,0,High,VDR-12893,High,Support
WS-10766,5,0,1,5,0,2,0,0,1,0,2,0,0,0,1,13,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,2,0,0,0,High,WS-10766,High,Sales
WS-11289,5,0,1,5,0,2,0,0,2,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 2 credential-access alert(s),0,3,0,6,0,0,4,0,0,0,0,0,High,WS-11289,Low,Brand Team
WS-12798,5,0,1,2,0,2,1,1,0,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,6,2,2,0,0,0,0,0,0,High,WS-12798,Low,Sales Team
LPT-10052,4,0,1,3,0,0,1,1,0,0,2,0,0,4,1,13,1 PowerShell alert(s); 1 lateral-movement alert(s); 4 identity review concern(s),0,3,0,0,2,2,0,0,2,0,0,4,High,LPT-10052,Medium,
LPT-10216,4,0,2,1,0,1,1,0,1,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,6,0,3,2,0,2,0,0,0,0,0,High,LPT-10216,Low,It Support
LPT-10398,4,0,1,4,0,2,0,1,1,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,6,0,2,2,0,0,0,0,0,High,LPT-10398,High,Procurement Team
LPT-10705,4,1,0,1,0,0,2,0,0,0,0,0,0,4,1,13,1 critical alert(s); 2 PowerShell alert(s); 4 identity review concern(s),5,0,0,0,4,0,0,0,0,0,0,4,High,LPT-10705,Low,Marketing Dept
LPT-10883,4,0,1,3,0,2,1,0,1,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,6,2,0,2,0,0,0,0,0,High,LPT-10883,Medium,Accounts
LPT-11371,4,0,2,2,0,1,0,1,1,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,6,0,3,0,2,2,0,0,0,0,0,High,LPT-11371,Medium,Legal
LPT-11489,4,1,0,3,1,1,0,0,1,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 credential-access alert(s),5,0,3,3,0,0,2,0,0,0,0,0,High,LPT-11489,Medium,Finance
LPT-11541,4,0,1,3,0,2,1,0,1,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,6,2,0,2,0,0,0,0,0,High,LPT-11541,Critical,Sales Dept
LPT-11813,4,0,1,3,0,1,1,1,1,0,0,1,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,3,2,2,2,0,0,1,0,0,High,LPT-11813,Low,Customer Support
LPT-11834,4,0,1,2,0,1,0,0,1,0,1,0,0,4,1,13,1 malware/ransomware alert(s); 1 credential-access alert(s); 4 identity review concern(s),0,3,0,3,0,0,2,0,1,0,0,4,High,LPT-11834,Medium,Operations
LPT-12354,4,1,0,2,0,0,1,2,0,0,1,1,0,0,1,13,1 critical alert(s); 1 PowerShell alert(s); 2 lateral-movement alert(s),5,0,0,0,2,4,0,0,1,1,0,0,High,LPT-12354,Low,Ops
LPT-12939,4,0,1,2,0,2,1,1,0,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,6,2,2,0,0,0,0,0,0,High,LPT-12939,High,Legal
VDR-10279,4,0,1,3,0,2,0,1,1,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,6,0,2,2,0,0,0,0,0,High,VDR-10279,Medium,Operations
VDR-10585,4,0,1,2,0,3,0,0,0,0,1,0,0,0,1,13,3 malware/ransomware alert(s),0,3,0,9,0,0,0,0,1,0,0,0,High,VDR-10585,High,Human Resource
VDR-10622,4,0,1,4,0,1,0,0,1,0,1,0,0,4,1,13,1 malware/ransomware alert(s); 1 credential-access alert(s); 4 identity review concern(s),0,3,0,3,0,0,2,0,1,0,0,4,High,VDR-10622,High,Brand Team
VDR-11989,4,0,1,2,0,2,1,1,0,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,6,2,2,0,0,0,0,0,0,High,VDR-11989,Medium,Customer Care
WS-10049,4,0,3,4,0,0,0,1,1,0,0,0,0,0,1,13,1 lateral-movement alert(s); 1 credential-access alert(s),0,9,0,0,0,2,2,0,0,0,0,0,High,WS-10049,Medium,Finance
WS-10974,4,0,0,4,0,1,2,1,0,0,0,0,0,4,1,13,1 malware/ransomware alert(s); 2 PowerShell alert(s); 1 lateral-movement alert(s); 4 identity review concern(s),0,0,0,3,4,2,0,0,0,0,0,4,High,WS-10974,High,Purchase
WS-11141,4,0,2,2,0,0,2,0,1,0,1,0,0,0,1,13,2 PowerShell alert(s); 1 credential-access alert(s),0,6,0,0,4,0,2,0,1,0,0,0,High,WS-11141,Medium,Sales Dept
WS-11974,4,0,1,3,0,3,0,0,0,0,1,0,0,0,1,13,3 malware/ransomware alert(s),0,3,0,9,0,0,0,0,1,0,0,0,High,WS-11974,Medium,It Support
WS-12170,4,0,1,1,0,2,0,0,2,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 2 credential-access alert(s),0,3,0,6,0,0,4,0,0,0,0,0,High,WS-12170,Medium,Finance
WS-12485,4,0,0,2,0,2,0,0,1,0,1,0,0,4,1,13,2 malware/ransomware alert(s); 1 credential-access alert(s); 4 identity review concern(s),0,0,0,6,0,0,2,0,1,0,0,4,High,WS-12485,Medium,Support
WS-12788,4,0,2,2,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,WS-12788,Critical,Marketing Dept
WS-12819,4,0,1,2,0,2,1,1,0,0,0,0,0,0,1,13,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,6,2,2,0,0,0,0,0,0,High,WS-12819,High,Rd
LPT-10271,3,0,2,2,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,LPT-10271,Low,Legal
LPT-10383,3,0,2,0,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,LPT-10383,Low,Sales Dept
LPT-10583,3,0,2,2,0,1,1,1,0,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,6,0,3,2,2,0,0,0,0,0,0,High,LPT-10583,High,Rd
LPT-10769,3,1,0,3,1,1,0,0,0,0,2,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s),5,0,3,3,0,0,0,0,2,0,0,0,High,LPT-10769,Medium,Brand Team
LPT-10894,3,0,2,0,0,0,1,2,0,0,0,1,0,0,1,13,1 PowerShell alert(s); 2 lateral-movement alert(s),0,6,0,0,2,4,0,0,0,1,0,0,High,LPT-10894,Critical,Compliance
LPT-10897,3,0,1,2,0,1,0,1,1,0,0,0,0,3,1,13,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 3 identity review concern(s),0,3,0,3,0,2,2,0,0,0,0,3,High,LPT-10897,Low,R&D
LPT-11103,3,1,0,1,0,1,1,0,0,0,0,0,0,3,1,13,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 3 identity review concern(s),5,0,0,3,2,0,0,0,0,0,0,3,High,LPT-11103,Medium,Finance Dept
LPT-11138,3,0,2,3,0,0,2,1,0,0,0,1,0,0,1,13,2 PowerShell alert(s); 1 lateral-movement alert(s),0,6,0,0,4,2,0,0,0,1,0,0,High,LPT-11138,Critical,Operations Dept
LPT-11239,3,0,1,2,0,2,0,0,0,0,1,0,0,3,1,13,2 malware/ransomware alert(s); 3 identity review concern(s),0,3,0,6,0,0,0,0,1,0,0,3,High,LPT-11239,Medium,Call Center
LPT-11423,3,0,0,3,0,0,0,1,0,0,2,0,3,0,1,13,1 lateral-movement alert(s); 3 inactive-user event(s),0,0,0,0,0,2,0,0,2,0,9,0,High,LPT-11423,Critical,Mkt
LPT-11655,3,0,2,0,0,1,0,2,0,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 2 lateral-movement alert(s),0,6,0,3,0,4,0,0,0,0,0,0,High,LPT-11655,High,Legal
LPT-11735,3,1,1,2,0,1,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,3,0,3,0,2,0,0,0,0,0,0,High,LPT-11735,Medium,It Dept
LPT-12444,3,0,0,3,0,0,1,1,0,0,0,0,3,0,1,13,1 PowerShell alert(s); 1 lateral-movement alert(s); 3 inactive-user event(s),0,0,0,0,2,2,0,0,0,0,9,0,High,LPT-12444,Medium,Ops
MISSING_HOST::EMP12096,3,0,2,3,0,0,0,2,0,0,0,0,0,3,1,13,2 lateral-movement alert(s); 3 identity review concern(s),0,6,0,0,0,4,0,0,0,0,0,3,High,,,Operations
VDR-10019,3,1,0,2,1,0,0,1,0,0,0,0,0,3,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),5,0,3,0,0,2,0,0,0,0,0,3,High,VDR-10019,High,Business Sales
VDR-10346,3,0,2,2,0,1,1,1,0,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,6,0,3,2,2,0,0,0,0,0,0,High,VDR-10346,High,Legal
VDR-10438,3,1,0,2,1,0,1,1,0,0,1,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),5,0,3,0,2,2,0,0,1,0,0,0,High,VDR-10438,Critical,Marketing
VDR-10514,3,0,2,3,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,VDR-10514,Low,Mktg
VDR-10843,3,1,0,2,1,0,1,0,0,0,2,1,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s),5,0,3,0,2,0,0,0,2,1,0,0,High,VDR-10843,Critical,Operations
VDR-11099,3,1,0,1,1,1,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,3,3,0,2,0,0,0,0,0,0,High,VDR-11099,,Sales
VDR-11167,3,0,2,1,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,VDR-11167,Medium,Rnd
VDR-11302,3,1,0,2,1,0,1,0,1,0,1,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),5,0,3,0,2,0,2,0,1,0,0,0,High,VDR-11302,Critical,Finance Dept
VDR-11363,3,0,1,3,0,1,1,0,1,0,0,0,0,3,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 3 identity review concern(s),0,3,0,3,2,0,2,0,0,0,0,3,High,VDR-11363,Low,Accounts
VDR-11404,3,0,2,3,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,VDR-11404,Medium,Research And Development
VDR-11822,3,0,2,2,0,1,1,1,0,0,0,0,0,0,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,6,0,3,2,2,0,0,0,0,0,0,High,VDR-11822,Low,Purch
VDR-12168,3,0,1,2,0,1,1,0,0,0,1,1,0,3,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 3 identity review concern(s),0,3,0,3,2,0,0,0,1,1,0,3,High,VDR-12168,High,Finance
VDR-12431,3,0,1,3,0,1,1,1,0,0,0,0,0,3,1,13,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),0,3,0,3,2,2,0,0,0,0,0,3,High,VDR-12431,Critical,Supply Chain
VDR-12554,3,1,0,2,1,0,0,0,2,0,1,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 2 credential-access alert(s),5,0,3,0,0,0,4,0,1,0,0,0,High,VDR-12554,Low,Accounts
VDR-12801,3,0,0,3,0,0,0,1,1,0,0,0,3,0,1,13,1 lateral-movement alert(s); 1 credential-access alert(s); 3 inactive-user event(s),0,0,0,0,0,2,2,0,0,0,9,0,High,VDR-12801,High,Mkt
VDR-12836,3,0,2,0,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,VDR-12836,Low,Cs
WS-10534,3,0,0,2,0,0,0,2,0,0,0,0,3,0,1,13,2 lateral-movement alert(s); 3 inactive-user event(s),0,0,0,0,0,4,0,0,0,0,9,0,High,WS-10534,High,People Team
WS-10893,3,1,0,2,0,2,1,0,0,0,0,0,0,0,1,13,1 critical alert(s); 2 malware/ransomware alert(s); 1 PowerShell alert(s),5,0,0,6,2,0,0,0,0,0,0,0,High,WS-10893,Low,Compliance
WS-10916,3,1,0,3,1,0,0,0,2,0,1,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 2 credential-access alert(s),5,0,3,0,0,0,4,0,1,0,0,0,High,WS-10916,Medium,Human Resource
WS-11241,3,0,1,2,0,1,2,0,0,0,0,0,0,3,1,13,1 malware/ransomware alert(s); 2 PowerShell alert(s); 3 identity review concern(s),0,3,0,3,4,0,0,0,0,0,0,3,High,WS-11241,Medium,
WS-11867,3,0,2,2,0,2,0,0,0,0,1,0,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,1,0,0,0,High,WS-11867,Critical,Finance Dept
WS-12889,3,0,2,2,0,0,0,1,0,0,2,0,0,3,1,13,1 lateral-movement alert(s); 3 identity review concern(s),0,6,0,0,0,2,0,0,2,0,0,3,High,WS-12889,Low,Rnd
LPT-10013,2,1,0,2,1,1,1,0,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s),5,0,3,3,2,0,0,0,0,0,0,0,High,LPT-10013,Medium,Finance
LPT-10141.CORP.LOCAL,2,1,1,0,0,1,0,0,0,0,0,0,0,2,1,13,1 critical alert(s); 1 malware/ransomware alert(s); 2 identity review concern(s),5,3,0,3,0,0,0,0,0,0,0,2,High,LPT-10141.CORP.LOCAL,High,Operations
LPT-10159,2,1,1,2,1,0,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s),5,3,3,0,0,2,0,0,0,0,0,0,High,LPT-10159,High,Ops Team
LPT-10356,2,0,1,0,0,0,2,0,0,0,0,0,2,0,1,13,2 PowerShell alert(s); 2 inactive-user event(s),0,3,0,0,4,0,0,0,0,0,6,0,High,LPT-10356,Low,Legal
LPT-10630.CORP.LOCAL,2,0,0,1,0,1,0,1,0,0,0,0,2,2,1,13,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s); 2 identity review concern(s),0,0,0,3,0,2,0,0,0,0,6,2,High,LPT-10630.CORP.LOCAL,,Mktg
LPT-10651,2,0,0,1,0,0,1,0,1,0,0,1,2,2,1,13,1 PowerShell alert(s); 1 credential-access alert(s); 2 inactive-user event(s); 2 identity review concern(s),0,0,0,0,2,0,2,0,0,1,6,2,High,LPT-10651,High,Rd
LPT-10948,2,1,1,2,1,0,1,0,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s),5,3,3,0,2,0,0,0,0,0,0,0,High,LPT-10948,High,Information Tech
LPT-11191,2,1,0,2,1,0,0,1,1,0,0,1,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),5,0,3,0,0,2,2,0,0,1,0,0,High,LPT-11191,Low,It Dept
LPT-12089,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,13,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s),5,3,0,3,2,0,0,0,0,0,0,0,High,LPT-12089,Low,Hr Dept
LPT-12106,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,3,3,0,2,0,0,0,0,0,0,High,LPT-12106,Critical,R&D
LPT-12134,2,1,0,2,1,1,0,0,1,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 credential-access alert(s),5,0,3,3,0,0,2,0,0,0,0,0,High,LPT-12134,Low,Finance
LPT-12414,2,1,0,0,0,1,1,0,0,0,0,1,0,2,1,13,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),5,0,0,3,2,0,0,0,0,1,0,2,High,LPT-12414,Critical,Finance
LPT-12658,2,1,0,2,1,1,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,3,3,0,2,0,0,0,0,0,0,High,LPT-12658,Medium,Legal
LPT-12769,2,1,0,2,1,1,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,3,3,0,2,0,0,0,0,0,0,High,LPT-12769,Medium,Procurement Team
MISSING_HOST::EMP10301,2,0,2,1,0,1,0,0,1,0,0,0,0,2,1,13,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,6,0,3,0,0,2,0,0,0,0,2,High,,Medium,Finance
VDR-10503,2,0,1,1,0,1,0,0,0,0,1,0,2,0,1,13,1 malware/ransomware alert(s); 2 inactive-user event(s),0,3,0,3,0,0,0,0,1,0,6,0,High,VDR-10503,Low,Sales Team
VDR-10555,2,0,2,1,0,2,0,0,0,0,0,1,0,0,1,13,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,0,1,0,0,High,VDR-10555,Critical,Mkt
VDR-10667,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,13,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s),5,3,0,3,2,0,0,0,0,0,0,0,High,VDR-10667,Low,It Dept
VDR-10906.CORP.LOCAL,2,1,0,2,1,1,0,1,0,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,3,3,0,2,0,0,0,0,0,0,High,VDR-10906.CORP.LOCAL,Low,Marketing
VDR-11214,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,13,1 critical alert(s); 1 unresolved critical alert(s); 1 credential-access alert(s),5,3,3,0,0,0,2,0,0,0,0,0,High,VDR-11214,Critical,Hr
