event_id,timestamp,user_id,username,department,event_type,auth_method,source_ip,ip_status,hostname,device_id,session_id,mfa_passed,failure_reason,risk_score_numeric,risk_level,geo_location
IAM00016114,2026-08-19 04:19:52,EMP12404,ekiya.chakraborty63,Brand,LOGIN_SUCCESS,OTP,172.16.31.141,VALID_PRIVATE,VDR-12404,DEV39561,SID671277,True,,47.0,,
IAM00007503,2026-08-11 00:00:00,EMP10393,aarini.deep10,IT,LOGIN_SUCCESS,CERTIFICATE,172.16.0.77,VALID_PRIVATE,WS-10393,DEV44226,SID424190,False,,4.0,,
IAM00014822,2026-09-01 15:55:43,EMP10746,oviya.acharya25,People,LOGIN_FAILURE,MFA,193.58.98.,MALFORMED,WS-10746,DEV75210,SID414170,False,WRONG_PASSWORD,,,
IAM00000937,2026-09-06 06:42:00,EMP10044,gopal.lala36,People,LOGIN_SUCCESS,BIOMETRIC,192.168.19.181,VALID_PRIVATE,VDR-10044,DEV76768,SID166576,False,,39.0,,PUNJAB
IAM00009818,2026-09-03 02:18:31,EMP11152,tanmayi.dara69,Procurement,LOGIN_SUCCESS,MFA,23.82.151.21,VALID_PUBLIC,VDR-11152,DEV60067,,True,,9.0,,INDIA
IAM00013017,2026-08-24 02:54:52,EMP11079,teerth.andra51,IT,LOGIN_SUCCESS,CERTIFICATE,172.16.214.84,VALID_PRIVATE,WS-11079,DEV51409,,True,,20.0,,PUNJAB
IAM00018421,2026-08-09 03:08:47,EMP10291,upasna_krishnamurthy12,Finance,LOGIN_FAILURE,OTP,172.16.158.8,VALID_PRIVATE,VDR-10291,DEV82710,,True,OTP_EXPIRED,22.0,,PUNJAB
IAM00016631,2026-08-15 15:57:00,EMP11543,aarini.chandran27,Legal,PASSWORD_RESET,CERTIFICATE,172-16.215.197,MALFORMED,WS-11543,DEV62321,,False,,57.0,,DELHI
IAM00005046,2026-09-05 12:53:00,EMP11539,aradhana.korpal74,Operations,LOGIN_FAILURE,BIOMETRIC,172.16.64.,MALFORMED,LPT-11539,DEV29435,,False,OTP_EXPIRED,,,DELHI
IAM00001297,2026-08-14 00:00:00,EMP12523,lohit.bhasin66,Human Resources,MFA_FAILURE,OTP,10.154.132,MALFORMED,WS-12523,DEV98661,SID632287,False,,100.0,,PUNJAB
IAM00001006,2026-09-06 05:34:28,EMP10262,ekaraj.bhatnagar68,Operations,LOGIN_SUCCESS,SSO,10.193.87,MALFORMED,LPT-10262,DEV49306,SID886916,True,,,,UNKNOWN
IAM00003513,2026-08-02 00:00:00,EMP10532,jack.mallick72,Innovation,LOGIN_SUCCESS,CERTIFICATE,UNKNOWN,UNKNOWN,VDR-10532,DEV82733,,True,,59.0,,INDIA
IAM00008854,2026-08-04 21:56:17,EMP10295,eesha.parikh47,Marketing,MFA_FAILURE,OTP,10-251.43,MALFORMED,VDR-10295,DEV74985,,True,EXPIRED_PASSWORD,,,UNKNOWN
IAM00006407,2026-08-21 07:55:00,EMP11499,mekhala.oommen73,Operations,LOGIN_SUCCESS,MFA,UNKNOWN,UNKNOWN,VDR-11499,DEV30749,SID922386,True,,70.0,,PUNJAB
IAM00015075,2026-09-09 00:00:09,EMP11928,riya.chadha43,Customer Support,LOGIN_SUCCESS,SSO,10.61.152,MALFORMED,LPT-11928,DEV15769,SID957769,True,,,,PUNJAB
IAM00002276,2026-08-19 00:00:00,EMP10644,janani.rajagopalan6,Customer Support,LOGIN_FAILURE,CERTIFICATE,172.16.146.85,VALID_PRIVATE,VDR-10644,DEV16461,SID992760,True,TIMEOUT,43.0,,UNKNOWN
IAM00018699,2026-08-02 04:33:00,EMP11278,niharika.lad59,Procurement,LOGIN_SUCCESS,CERTIFICATE,162.196.203.46,VALID_PUBLIC,LPT-11278,DEV11092,SID519112,True,,,LOW,UNKNOWN
IAM00009017,,EMP12877,quincy.setty61,Marketing,LOGIN_SUCCESS,SSO,,MISSING,LPT-12877,DEV36422,SID558765,False,,14.0,,INDIA
IAM00009960,2026-08-22 00:33:23,EMP12032,alka.jayaraman50,Compliance,LOGIN_SUCCESS,OTP,192.168.54.75,VALID_PRIVATE,VDR-12032,DEV69852,SID794798,True,,15.0,,INDIA
IAM00010732,2026-08-30 19:44:48,EMP12306,maanas.borde94,Legal,LOGIN_FAILURE,PASSWORD,192.168.252.23,VALID_PRIVATE,WS-12306,DEV75454,,True,,,LOW,DELHI
IAM00003279,2026-08-08 00:00:00,EMP12083,mohini.minhas94,Procurement,LOGIN_SUCCESS,SSO,76.51.30.100,VALID_PUBLIC,LPT-12083,DEV94267,SID618019,True,,0.0,,PUNJAB
IAM00012565,2026-09-07 05:52:35,EMP11401,oviya.bahl97,Customer Support,LOGIN_FAILURE,OTP,130.110.167.153,VALID_PUBLIC,WS-11401,DEV51027,,True,WRONG_PASSWORD,,MEDIUM,INDIA
IAM00009852,2026-08-11 23:35:34,EMP11615,akshay_maharaj13,Finance,LOGIN_SUCCESS,SSO,172.16.162.10,VALID_PRIVATE,LPT-11615,DEV10610,SID329840,True,,99.0,,PUNJAB
IAM00013539,2026-09-02 04:54:00,EMP11734,arunima.chad1,IT,LOGIN_SUCCESS,PASSWORD,10.43.234,MALFORMED,WS-11734,DEV83261,SID-829091,True,,16.0,,MAHARASHTRA
IAM00000977,2026-08-03 17:18:50,EMP10133,liam.kunda31,Procurement,LOGIN_FAILURE,SSO,156.139.126.79,VALID_PUBLIC,LPT-10133,DEV44782,,True,OTP_EXPIRED,31.0,,
IAM00014753,2026-09-01 13:39:50,EMP11262,devansh.ganguly55,Sales,LOGIN_FAILURE,PASSWORD,172.16.252.64,VALID_PRIVATE,WS-11262,DEV33153,,False,UNKNOWN_USER,,HIGH,MAHARASHTRA
IAM00010428,2026-09-04 01:08:56,EMP12739,manan.choudhary21,Innovation,LOGIN_FAILURE,PASSWORD,215.56.34.,MALFORMED,LPT-12739,DEV64877,,False,WRONG_PASSWORD,99.0,,INDIA
IAM00008037,2026-08-19 00:00:00,EMP12241,charvi.khare49,Marketing,LOGIN_SUCCESS,SSO,192.168.206.117.0,MALFORMED,VDR-12241,DEV16217,,True,,47.0,,INDIA
IAM00017049,2026-08-31 00:00:00,EMP10438,urmi.gulati6,Marketing,LOGIN_SUCCESS,MFA,192.168.76.248.0,MALFORMED,VDR-10438,DEV78195,SID109900,True,,15.0,,
IAM00008109,2026-08-13 08:47:28,EMP11675,jatin.narasimhan80,Human Resources,LOGIN_FAILURE,CERTIFICATE,10.109.28,MALFORMED,VDR-11675,DEV70393,,False,,15.0,,INDIA
IAM00015820,,EMP11547,ryan.rau52,Human Resources,LOGIN_FAILURE,CERTIFICATE,10.188.72.,MALFORMED,WS-11547,DEV18559,SID984746,False,MFA_FAILED,64.0,,INDIA
IAM00019162,2026-08-14 11:28:00,EMP11073,rachit.shanker56,IT,LOGIN_FAILURE,PASSWORD,192.168.16.48,VALID_PRIVATE,WS-11073,DEV46747,SID480741,False,TIMEOUT,23.0,,DELHI
IAM00004524,2026-08-14 15:37:26,EMP11090,pahal.bajwa31,Legal,LOGIN_FAILURE,OTP,172.16.98.185,VALID_PRIVATE,VDR-11090,DEV88139,,True,BAD_TOKEN,69.0,,UNKNOWN
IAM00018547,,EMP12823,harinakshi.badami29,Customer Support,LOGIN_FAILURE,OTP,123.212.36.235.0,MALFORMED,VDR-12823,DEV12135,,False,EXPIRED_PASSWORD,65.0,,DELHI
IAM00018474,2026-09-05 01:23:33,EMP11683,maanav.venkatesh88,Marketing,LOGIN_FAILURE,BIOMETRIC,172.16.134.93,VALID_PRIVATE,LPT-11683,DEV18474,SID368920,False,OTP_EXPIRED,,,UNKNOWN
IAM00015603,2026-09-01 04:01:44,EMP12111,chatresh.krish60,Sales,LOGIN_SUCCESS,SSO,172.16.144.73,VALID_PRIVATE,LPT-12111,DEV47712,SID657944,True,,0.0,,PUNJAB
IAM00002514,2026-08-31 09:16:21,EMP12520,anamika.hegde80,R&D,LOGIN_FAILURE,BIOMETRIC,211.183.152.82,VALID_PUBLIC,LPT-12520,DEV53877,,False,,,,INDIA
IAM00001940,2026-09-09 00:00:00,EMP11798,jack.madan88,Procurement,LOGIN_SUCCESS,PASSWORD,28.48.220.189,VALID_PUBLIC,VDR-11798,DEV18479,SID877417,True,,,MEDIUM,INDIA
IAM00016851,2026-08-30 01:21:25,EMP11317,ganga.goswami90,Human Resources,LOGIN_FAILURE,PASSWORD,UNKNOWN,UNKNOWN,WS-11317,DEV95620,,True,,5.0,,
IAM00006941,2026-09-05 00:00:00,EMP10404,yochana.kannan92,IT,LOGIN_SUCCESS,MFA,172.16.128.37,VALID_PRIVATE,VDR-10404,DEV84905,,True,,86.0,,MAHARASHTRA
IAM00017471,,EMP12248,darsh.choudhry88,Finance,MFA_ENROLLMENT,SSO,139.215.46.,MALFORMED,VDR-12248,DEV27725,,True,,94.0,,REMOTE
IAM00018849,2026-09-02 00:00:00,EMP11835,yashoda.nair8,Legal,LOGIN_SUCCESS,OTP,172-16.182.173,MALFORMED,WS-11835,DEV30191,SID550210,True,,0.0,,INDIA
IAM00019619,,EMP12105,jatin.khare45,Operations,LOGIN_SUCCESS,SSO,98.223.144.253,VALID_PUBLIC,LPT-12105,DEV42256,SID314338,True,,11.0,,DELHI
IAM00018370,2026-08-12 06:42:30,EMP10465,chakradev.krishnan38,Customer Support,ACCOUNT_LOCK,OTP,192.168.92.212,VALID_PRIVATE,VDR-10465,DEV23935,,False,,,,DELHI
IAM00004292,2026-08-31 14:38:14,EMP12418,warda.dua80,Brand,LOGIN_FAILURE,PASSWORD,999.999.999.999,MALFORMED,WS-12418,DEV59411,,False,WRONG_PASSWORD,24.0,,INDIA
IAM00003927,2026-08-20 08:13:24,EMP11560,osha.nadig17,Operations,LOGIN_FAILURE,MFA,999.999.999.999,MALFORMED,VDR-11560,DEV29034,,False,INVALID_CREDENTIALS,50.0,,PUNJAB
IAM00000668,2026-09-06 16:36:18,EMP11298,harrison.varughese13,Procurement,LOGIN_FAILURE,CERTIFICATE,172.16.61.146,VALID_PRIVATE,VDR-11298,DEV46068,SID-448113,False,,,,INDIA
IAM00011312,2026-09-02 04:52:07,EMP10772,gagan.bhandari75,Operations,LOGIN_SUCCESS,SSO,172.16.44.,MALFORMED,VDR-10772,DEV97274,SID775158,True,,17.0,,UNKNOWN
IAM00001320,2026-08-23 13:36:52,EMP10009,waida_tandon82,Customer Support,LOGIN_SUCCESS,CERTIFICATE,10.30.78.0,VALID_PRIVATE,WS-10009,DEV17331,SID149659,True,,72.0,,PUNJAB
IAM00017563,2026-08-16 14:38:03,EMP11296,upma.warrior70,Brand,LOGIN_SUCCESS,MFA,999.999.999.999,MALFORMED,WS-11296,DEV96266,,True,,53.0,,DELHI
IAM00007885,,EMP11878,qadim.puri38,IT,LOGIN_FAILURE,CERTIFICATE,128.7.245.7.0,MALFORMED,WS-11878,DEV97139,,False,UNKNOWN_USER,84.0,,
IAM00008869,2026-08-20 20:34:00,EMP12487,keya.khanna72,Legal,LOGIN_FAILURE,CERTIFICATE,,MISSING,VDR-12487,DEV18204,,True,,72.0,,INDIA
IAM00007845,,EMP10617,gaurav.rajagopal62,Customer Support,LOGIN_FAILURE,MFA,130.61.189.195,VALID_PUBLIC,WS-10617,DEV95491,SID955857,False,EXPIRED_PASSWORD,,,INDIA
IAM00003919,2026-09-03 13:58:43,EMP11643,odika.varughese57,Human Resources,SESSION_TERMINATED,PASSWORD,89-128.155.13,MALFORMED,VDR-11643,DEV47723,,False,,20.0,,
IAM00011330,2026-09-03 04:32:00,EMP12956,chanchal.sandal62,Customer Support,LOGIN_SUCCESS,MFA,172.16.107.219,VALID_PRIVATE,VDR-12956,DEV23616,,True,,,,INDIA
IAM00006937,2026-08-07 09:11:10,EMP11352,umang.chaudry16,Customer Support,LOGIN_FAILURE,PASSWORD,10.19.23,MALFORMED,WS-11352,DEV96402,SID386143,False,UNKNOWN_USER,14.0,,
IAM00019137,2026-08-07 19:05:53,EMP12677,vincent.hayre30,Human Resources,LOGIN_SUCCESS,PASSWORD,192.168.58.162,VALID_PRIVATE,WS-12677,DEV45418,SID452854,True,,99.0,,
IAM00004318,2026-08-12 07:16:17,EMP10159,dayita.kant42,Operations,LOGIN_SUCCESS,BIOMETRIC,10.0.238,MALFORMED,LPT-10159,DEV71462,SID322914,True,,,,DELHI
IAM00012672,2026-08-14 14:13:00,EMP10408,akshay.sarraf2,Procurement,LOGIN_SUCCESS,OTP,172.16.54.97,VALID_PRIVATE,WS-10408,DEV24748,SID509837,True,,73.0,,DELHI
IAM00014633,2026-08-06 04:19:31,EMP10671,harinakshi.mukhopadhyay23,Human Resources,LOGIN_SUCCESS,OTP,103.227.170.,MALFORMED,LPT-10671,DEV36489,,True,,62.0,,PUNJAB
IAM00018386,2026-08-05 07:52:01,EMP10888,vedant_parmer66,People,LOGIN_SUCCESS,CERTIFICATE,10.214.132,MALFORMED,WS-10888,DEV22384,SID864880,True,,58.0,,DELHI
IAM00001873,2026-08-04 14:57:09,EMP10189,kai.sastry56,Legal,LOGIN_SUCCESS,CERTIFICATE,,MISSING,WS-10189,DEV34486,,True,,93.0,,PUNJAB
IAM00011427,2026-08-12 00:00:00,EMP11358,lavanya.pillai59,IT,LOGIN_SUCCESS,BIOMETRIC,172.16.121.189,VALID_PRIVATE,WS-11358,DEV44521,,True,,96.0,,PUNJAB
IAM00018714,2026-08-24 14:17:57,EMP12834,falan.suri68,Supply Chain,LOGIN_FAILURE,BIOMETRIC,18.152.191.5,VALID_PUBLIC,WS-12834,DEV49366,,False,WRONG_PASSWORD,52.0,,
IAM00001978,2026-08-28 13:51:29,EMP11560,osha.nadig17,Operations,LOGIN_SUCCESS,SSO,10.47.45,MALFORMED,VDR-11560,DEV29034,SID270366,True,,,,INDIA
IAM00002105,2026-08-22 09:38:28,EMP11320,qasim_munshi11,Customer Support,MFA_ENROLLMENT,CERTIFICATE,47.124.186.211,VALID_PUBLIC,WS-11320,DEV15471,,False,,27.0,,DELHI
IAM00000016,2026-08-04 06:14:06,EMP10623,deepa.bahl95,Customer Support,LOGIN_SUCCESS,BIOMETRIC,10.211.168,MALFORMED,VDR-10623,DEV78585,SID205274,True,,30.0,,PUNJAB
IAM00001281,2026-09-06 03:35:43,EMP12644,yashvi.chatterjee62,Human Resources,LOGIN_SUCCESS,CERTIFICATE,172.16.76.75,VALID_PRIVATE,LPT-12644,DEV81891,SID859241,True,,72.0,,DELHI
IAM00001973,2026-08-25 00:00:00,EMP12113,akshay.dugal56,Finance,MFA_FAILURE,PASSWORD,10.181.22,MALFORMED,VDR-12113,DEV98652,,False,OTP_EXPIRED,95.0,,INDIA
IAM00013940,2026-08-12 19:33:00,EMP12434,radha.arya51,Sales,LOGIN_SUCCESS,CERTIFICATE,10.81.158,MALFORMED,WS-12434,DEV92812,SID670730,True,,,,UNKNOWN
IAM00011188,2026-08-11 09:22:09,EMP12604,aachal.balan76,Brand,PRIVILEGE_ESCALATION_REQUEST,SSO,10.179.27.,MALFORMED,VDR-12604,DEV33431,,False,,78.0,,MAHARASHTRA
IAM00002864,2026-09-08 15:22:25,EMP12083,mohini.minhas94,Procurement,LOGIN_FAILURE,MFA,192.168.39.163,VALID_PRIVATE,LPT-12083,DEV94267,SID311721,False,UNKNOWN_USER,33.0,,INDIA
IAM00000354,2026-09-06 00:00:00,EMP12608,nimrat.natt68,Legal,LOGIN_SUCCESS,BIOMETRIC,219.234.218.73,VALID_PUBLIC,LPT-12608,DEV75099,,True,,18.0,,INDIA
IAM00006474,2026-08-30 23:40:56,EMP11505,caleb.khurana94,People,LOGIN_SUCCESS,OTP,172.16.160.197,VALID_PRIVATE,WS-11505,DEV70204,,True,,23.0,,UNKNOWN
IAM00016064,2026-08-15 00:00:00,EMP12834,falan.suri68,Procurement,LOGIN_SUCCESS,CERTIFICATE,192.168.117.143,VALID_PRIVATE,WS-12834,DEV49366,SID197479,True,,16.0,,INDIA
IAM00006105,2026-08-03 03:44:14,EMP12922,brijesh.karpe81,Marketing,LOGIN_SUCCESS,SSO,10.114.173,MALFORMED,VDR-12922,DEV48262,SID728108,True,,98.0,,MAHARASHTRA
IAM00009894,2026-09-01 09:39:12,EMP10644,janani.rajagopalan6,Customer Support,LOGIN_SUCCESS,MFA,999.999.999.999,MALFORMED,VDR-10644,DEV16461,SID491243,True,,,,INDIA
IAM00008228,2026-08-23 17:42:55,EMP11359,gaurika.patla96,Human Resources,LOGIN_SUCCESS,SSO,172.16.227.237,VALID_PRIVATE,LPT-11359,DEV66547,SID603378,True,,79.0,,DELHI
IAM00000482,,EMP10525,sachi.sinha77,IT,LOGIN_SUCCESS,BIOMETRIC,192-168.182.61,MALFORMED,LPT-10525,DEV22214,SID240598,False,,98.0,,INDIA
IAM00010645,2026-09-04 00:00:00,EMP11252,zayan.bhalla97,Procurement,LOGIN_SUCCESS,MFA,172.16.83.,MALFORMED,WS-11252,DEV97586,SID243827,False,,5.0,,MAHARASHTRA
IAM00003654,,EMP11738,yamini.bala47,Legal,LOGIN_FAILURE,SSO,172.16.84.55,VALID_PRIVATE,WS-11738,DEV28040,SID471772,False,,89.0,,UNKNOWN
IAM00011136,2026-09-05 00:00:00,EMP12603,gautam.dass68,Finance,LOGIN_SUCCESS,SSO,,MISSING,LPT-12603,DEV97646,,False,,,HIGH,DELHI
IAM00005663,2026-08-22 00:00:00,EMP12070,suhani.ghose31,Customer Support,LOGIN_SUCCESS,BIOMETRIC,10.118.174,MALFORMED,LPT-12070,DEV31831,SID113014,True,,100.0,,
IAM00007584,2026-08-13 00:00:00,EMP10871,aahana.chaudhary67,Operations,LOGIN_SUCCESS,OTP,208.198.24.233,VALID_PUBLIC,WS-10871,DEV74392,,False,,22.0,,
IAM00006600,2026-08-13 07:39:50,EMP12918,nitara.gulati69,Sales,LOGIN_SUCCESS,CERTIFICATE,192.168.117.,MALFORMED,WS-12918,DEV18374,SID973913,True,,23.0,,MAHARASHTRA
IAM00012086,2026-09-07 09:56:27,EMP11494,zayan.kakar93,IT,MFA_FAILURE,SSO,172.16.190.24.0,MALFORMED,VDR-11494,DEV77051,,False,INVALID_CREDENTIALS,,MEDIUM,DELHI
IAM00013720,,EMP12602,anmol.solanki37,Human Resources,ACCOUNT_LOCK,PASSWORD,172.16.183.,MALFORMED,VDR-12602,DEV90276,SID-785591,False,,91.0,,MAHARASHTRA
IAM00002313,2026-08-10 11:46:30,EMP11992,raksha.saini25,Marketing,LOGIN_FAILURE,SSO,,MISSING,LPT-11992,DEV41536,,False,,,HIGH,PUNJAB
IAM00005284,2026-08-31 15:43:07,EMP12100,abdul.narain72,R&D,LOGIN_SUCCESS,MFA,53.176.107.241,VALID_PUBLIC,LPT-12100,DEV88520,SID366981,True,,42.0,,INDIA
IAM00000389,2026-08-05 17:10:00,EMP10894,balhaar.shukla89,Legal,ACCOUNT_UNLOCK,MFA,172-76.39.252,MALFORMED,LPT-10894,DEV27709,,True,,64.0,,PUNJAB
IAM00002339,2026-08-24 01:10:01,EMP11524,veda.srinivasan95,Sales,LOGIN_SUCCESS,BIOMETRIC,10.133.9,MALFORMED,VDR-11524,DEV67685,SID431609,True,,85.0,,INDIA
IAM00011939,2026-08-01 00:00:00,EMP12577,kala.rai4,R&D,LOGIN_SUCCESS,CERTIFICATE,10.138.11,MALFORMED,VDR-12577,DEV89588,SID665585,False,,,MEDIUM,DELHI
IAM00012720,2026-09-09 14:29:00,EMP11634,xavier.thaker63,Marketing,LOGIN_FAILURE,BIOMETRIC,10.154.171,MALFORMED,VDR-11634,DEV61834,SID971146,False,WRONG_PASSWORD,72.0,,INDIA
IAM00013922,2026-08-06 10:52:00,EMP10892,vasana_behl34,Human Resources,MFA_FAILURE,OTP,192.168.112.,MALFORMED,LPT-10892,DEV10766,SID200462,False,WRONG_PASSWORD,,,INDIA
IAM00015856,2026-08-02 00:00:00,EMP11600,gagan.mitter67,Procurement,LOGIN_FAILURE,MFA,UNKNOWN,UNKNOWN,VDR-11600,DEV60738,,False,OTP_EXPIRED,18.0,,MAHARASHTRA
IAM00007807,2026-09-05 08:11:00,EMP12149,teerth.chowdhury93,Compliance,LOGIN_FAILURE,OTP,197.25.105.199,VALID_PUBLIC,LPT-12149,DEV42587,,False,EXPIRED_PASSWORD,69.0,,REMOTE
IAM00000686,2026-08-25 01:03:16,EMP10346,dipta.oza8,Compliance,LOGIN_SUCCESS,CERTIFICATE,192.168.219.50,VALID_PRIVATE,VDR-10346,DEV75673,,True,,24.0,,INDIA
IAM00002569,2026-09-06 11:28:18,EMP12254,harini.ram37,Supply Chain,MFA_FAILURE,OTP,,MISSING,VDR-12254,DEV11599,SID912653,False,EXPIRED_PASSWORD,59.0,,INDIA
IAM00013131,2026-08-20 22:03:54,EMP10588,gaurav.kibe32,Finance,LOGIN_SUCCESS,OTP,124.102.42.210,VALID_PUBLIC,VDR-10588,DEV91087,SID334022,True,,31.0,,DELHI
IAM00003713,2026-09-03 12:02:10,EMP12017,abdul.anne24,Sales,LOGIN_FAILURE,MFA,192.168.214.,MALFORMED,VDR-12017,DEV30868,,False,BAD_TOKEN,56.0,,
IAM00003476,2026-08-08 00:00:00,EMP12320,warinder.pai74,Legal,LOGIN_FAILURE,BIOMETRIC,,MISSING,WS-12320,DEV63311,SID746546,False,,25.0,,INDIA
IAM00000830,,EMP11404,siya.baria68,R&D,LOGIN_SUCCESS,BIOMETRIC,172.16.117.4,VALID_PRIVATE,VDR-11404,DEV64807,SID615192,True,,30.0,,INDIA
IAM00019280,2026-09-02 18:03:17,EMP10738,wazir.parsa74,Customer Support,LOGIN_FAILURE,OTP,172.16.75.201,VALID_PRIVATE,LPT-10738,DEV15975,SID-988742,False,EXPIRED_PASSWORD,45.0,,INDIA
IAM00019701,2026-09-09 16:18:25,EMP10082,gabriel.tailor63,Human Resources,PASSWORD_RESET,CERTIFICATE,175.61.219.248.0,MALFORMED,WS-10082,DEV71524,,True,,47.0,,PUNJAB
IAM00012678,2026-09-05 00:00:00,EMP11365,osha.modi13,Sales,LOGIN_SUCCESS,BIOMETRIC,185.155.47.155,VALID_PUBLIC,WS-11365,DEV16329,,True,,,,DELHI
IAM00003504,,EMP12542,karan.bala49,Sales,LOGIN_SUCCESS,PASSWORD,37.109.43.37,VALID_PUBLIC,LPT-12542,DEV29570,SID383582,True,,86.0,,REMOTE
IAM00010511,2026-08-17 10:16:19,EMP11241,bhavani_shetty89,IT,PASSWORD_RESET,MFA,172.16.168.143,VALID_PRIVATE,WS-11241,DEV84379,,True,,,,UNKNOWN
IAM00008808,2026-08-12 03:41:00,EMP12665,urvi.dua16,Legal,LOGIN_SUCCESS,BIOMETRIC,208.20.62.106,VALID_PUBLIC,VDR-12665,DEV16259,SID240062,True,,62.0,,UNKNOWN
IAM00012687,2026-08-28 14:08:00,EMP11190,yuvraj.mistry78,Customer Support,LOGIN_FAILURE,CERTIFICATE,60.18.51.72,VALID_PUBLIC,LPT-11190,DEV54436,,False,UNKNOWN_USER,97.0,,DELHI
IAM00008084,2026-08-15 11:30:33,EMP10308,teerth.seshadri93,R&D,LOGIN_SUCCESS,MFA,152.145.116.63,VALID_PUBLIC,WS-10308,DEV15856,SID401309,True,,,,REMOTE
IAM00012442,2026-09-05 23:59:14,EMP12284,naksh.kala17,IT,LOGIN_SUCCESS,BIOMETRIC,,MISSING,VDR-12284,DEV37244,,True,,70.0,,DELHI
IAM00005502,2026-08-23 02:35:26,EMP12385,tanveer.kapur63,Innovation,LOGIN_SUCCESS,OTP,192.168.32.4,VALID_PRIVATE,WS-12385,,,False,,,,DELHI
IAM00009849,2026-08-19 15:09:00,EMP11359,gaurika.patla96,Human Resources,LOGIN_SUCCESS,PASSWORD,172.16.171.,MALFORMED,LPT-11359,DEV66547,SID659061,True,,,HIGH,INDIA
IAM00003035,,EMP11525,yamini.cherian93,Procurement,LOGIN_FAILURE,SSO,UNKNOWN,UNKNOWN,VDR-11525,DEV61126,,True,ACCOUNT_LOCKED,,,
IAM00018166,2026-08-15 22:22:00,EMP10014,ridhi.saini2,People,LOGIN_SUCCESS,CERTIFICATE,,MISSING,WS-10014,DEV94012,SID619820,True,,27.0,,DELHI
IAM00008484,2026-08-11 08:45:00,EMP11271,krishna.hayre68,Customer Support,LOGIN_SUCCESS,OTP,192.168.52.174,VALID_PRIVATE,LPT-11271,DEV22308,SID584454,True,,64.0,,UNKNOWN
IAM00018338,2026-09-07 00:00:00,EMP11405,yug.modi93,Marketing,LOGIN_SUCCESS,OTP,192.168.20.89,VALID_PRIVATE,VDR-11405,DEV58710,SID182240,True,,,,INDIA
IAM00019823,2026-08-26 10:22:33,EMP11893,damyanti.sha10,Compliance,LOGIN_SUCCESS,OTP,108.31.202.106.0,MALFORMED,WS-11893,DEV24760,SID444481,False,,68.0,,MAHARASHTRA
IAM00004924,2026-09-04 09:11:00,EMP12710,samar.modi39,Finance,LOGIN_FAILURE,SSO,192.168.50.188,VALID_PRIVATE,LPT-12710,DEV60998,,True,EXPIRED_PASSWORD,46.0,,
IAM00000087,2026-08-17 23:25:21,EMP11411,zaid.raval52,Marketing,LOGIN_FAILURE,CERTIFICATE,10.178.216,MALFORMED,VDR-11411,DEV96424,,True,WRONG_PASSWORD,84.0,,INDIA
IAM00009131,2026-08-05 00:07:33,EMP12080,ojas.bala91,Operations,LOGIN_SUCCESS,OTP,999.999.999.999,MALFORMED,LPT-12080,DEV41037,SID956513,True,,2.0,,INDIA
IAM00000568,2026-08-06 04:59:14,EMP12579,balveer.nair93,IT,PASSWORD_RESET,SSO,95.30.93.102,VALID_PUBLIC,VDR-12579,DEV22006,,True,,20.0,,UNKNOWN
IAM00009399,2026-08-24 12:44:30,EMP10862,gauri.nagi49,Finance,LOGIN_FAILURE,MFA,108.145.20.115,VALID_PUBLIC,LPT-10862,DEV88654,,True,WRONG_PASSWORD,,,
IAM00007635,2026-08-26 00:00:00,EMP12841,ekavir.menon22,R&D,LOGIN_SUCCESS,OTP,,MISSING,VDR-12841,DEV30899,SID135161,True,,80.0,,PUNJAB
IAM00003380,2026-09-06 17:31:07,EMP10243,fariq.atwal39,Procurement,SESSION_TERMINATED,PASSWORD,172.16.209.233,VALID_PRIVATE,WS-10243,,,True,,44.0,,
IAM00012060,2026-09-09 20:27:00,EMP10349,vedant.kashyap40,Compliance,LOGIN_SUCCESS,PASSWORD,10.2.113,MALFORMED,LPT-10349,DEV21300,SID825787,True,,,,DELHI
IAM00005569,2026-08-13 04:58:00,EMP10727,kabir.sampath9,Customer Support,ACCOUNT_LOCK,PASSWORD,10.184.202,MALFORMED,WS-10727,DEV73185,,False,,79.0,,DELHI
IAM00003519,,EMP11330,vyanjana.chawla67,Sales,LOGIN_FAILURE,BIOMETRIC,192.168.158.,MALFORMED,VDR-11330,DEV37625,,False,,85.0,,UNKNOWN
IAM00016928,2026-08-22 03:47:50,EMP12456,ira_shroff38,Procurement,LOGIN_SUCCESS,CERTIFICATE,39.156.115.187,VALID_PUBLIC,WS-12456,DEV48012,SID415889,True,,,,INDIA
IAM00013122,2026-08-09 21:18:38,EMP10407,abha.agrawal9,Human Resources,LOGIN_SUCCESS,PASSWORD,172.253.248.132,VALID_PUBLIC,WS-10407,DEV82358,SID242483,False,,57.0,,UNKNOWN
IAM00014947,2026-09-01 21:44:01,EMP10189,kai.sastry56,Legal,LOGIN_SUCCESS,MFA,999.999.999.999,MALFORMED,WS-10189,DEV34486,SID167534,True,,63.0,,UNKNOWN
IAM00010454,2026-09-09 00:37:58,EMP10951,leena_batra60,Procurement,LOGIN_SUCCESS,OTP,222.187.218.216,VALID_PUBLIC,LPT-10951,DEV10071,SID605964,True,,21.0,,REMOTE
